,year,month,type,city,average_price,category_vol
8069,2016,June,conventional,Roanoke,0.96,large
8070,2016,June,organic,Roanoke,0.89,small
8071,2016,June,conventional,Sacramento,1.17,wholesale
8072,2016,June,organic,Sacramento,2.08,small
8073,2016,June,conventional,San Diego,0.83,wholesale
8074,2016,June,organic,San Diego,1.52,medium
8075,2016,June,conventional,San Francisco,1.35,wholesale
8076,2016,June,organic,San Francisco,2.3,medium
8077,2016,June,conventional,Seattle,0.86,wholesale
8078,2016,June,organic,Seattle,1.76,medium
8079,2016,June,conventional,South Carolina,0.94,wholesale
8080,2016,June,organic,South Carolina,1.31,small
8085,2016,June,conventional,Spokane,0.87,large
8086,2016,June,organic,Spokane,1.91,small
8087,2016,June,conventional,St. Louis,0.83,large
8088,2016,June,organic,St. Louis,1.96,small
8089,2016,June,conventional,Syracuse,1.31,medium
8090,2016,June,organic,Syracuse,1.42,small
8091,2016,June,conventional,Tampa,0.97,wholesale
8092,2016,June,organic,Tampa,1.36,small
8097,2016,June,conventional,West Tex/New Mexico,0.75,wholesale
8098,2016,June,organic,West Tex/New Mexico,1.29,medium
8099,2016,June,conventional,Albany,1.38,large
8100,2016,June,organic,Albany,1.43,small
8101,2016,June,conventional,Atlanta,0.78,wholesale
8102,2016,June,organic,Atlanta,0.97,medium
8103,2016,June,conventional,Baltimore/Washington,1.34,wholesale
8104,2016,June,organic,Baltimore/Washington,1.73,medium
8105,2016,June,conventional,Boise,0.67,medium
8106,2016,June,organic,Boise,1.59,small
8107,2016,June,conventional,Boston,1.29,wholesale
8108,2016,June,organic,Boston,1.37,small
8109,2016,June,conventional,Buffalo/Rochester,1.15,large
8110,2016,June,organic,Buffalo/Rochester,1.57,small
8111,2016,June,conventional,California,1.01,wholesale
8112,2016,June,organic,California,1.5,large
8113,2016,June,conventional,Charlotte,1.25,large
8114,2016,June,organic,Charlotte,1.76,small
8115,2016,June,conventional,Chicago,1.3,wholesale
8116,2016,June,organic,Chicago,1.53,medium
8117,2016,June,conventional,Cincinnati/Dayton,1.05,large
8118,2016,June,organic,Cincinnati/Dayton,1.09,medium
8119,2016,June,conventional,Columbus,1.13,large
8120,2016,June,organic,Columbus,1.3,small
8121,2016,June,conventional,Dallas/Ft. Worth,0.84,wholesale
8122,2016,June,organic,Dallas/Ft. Worth,1.08,medium
8123,2016,June,conventional,Denver,0.96,wholesale
8124,2016,June,organic,Denver,1.46,medium
8125,2016,June,conventional,Detroit,0.98,wholesale
8126,2016,June,organic,Detroit,1.25,medium
8127,2016,June,conventional,Grand Rapids,1.36,large
8128,2016,June,organic,Grand Rapids,1.51,small
8129,2016,June,conventional,Great Lakes,1.15,wholesale
8130,2016,June,organic,Great Lakes,1.34,large
8131,2016,June,conventional,Harrisburg/Scranton,1.24,large
8132,2016,June,organic,Harrisburg/Scranton,1.91,small
8133,2016,June,conventional,Hartford/Springfield,1.47,large
8134,2016,June,organic,Hartford/Springfield,2.31,small
8135,2016,June,conventional,Houston,0.83,wholesale
8136,2016,June,organic,Houston,1.05,medium
8137,2016,June,conventional,Indianapolis,1.12,large
8138,2016,June,organic,Indianapolis,1.34,small
8139,2016,June,conventional,Jacksonville,1.2,large
8140,2016,June,organic,Jacksonville,1.73,small
8141,2016,June,conventional,Las Vegas,0.94,large
8142,2016,June,organic,Las Vegas,1.42,medium
8143,2016,June,conventional,Los Angeles,0.83,wholesale
8144,2016,June,organic,Los Angeles,1.15,large
8145,2016,June,conventional,Louisville,1.16,medium
8146,2016,June,organic,Louisville,1.31,small
8147,2016,June,conventional,Miami/Ft. Lauderdale,1.28,wholesale
8148,2016,June,organic,Miami/Ft. Lauderdale,1.3,small
8151,2016,June,conventional,Nashville,0.97,large
8152,2016,June,organic,Nashville,1.31,small
8153,2016,June,conventional,New Orleans/Mobile,0.95,large
8154,2016,June,organic,New Orleans/Mobile,1.73,small
8155,2016,June,conventional,New York,1.44,wholesale
8156,2016,June,organic,New York,1.94,medium
8159,2016,June,conventional,Northern New England,1.19,wholesale
8160,2016,June,organic,Northern New England,0.99,small
8161,2016,June,conventional,Orlando,1.24,large
8162,2016,June,organic,Orlando,1.58,small
8163,2016,June,conventional,Philadelphia,1.44,wholesale
8164,2016,June,organic,Philadelphia,1.85,small
8165,2016,June,conventional,Phoenix/Tucson,0.81,wholesale
8166,2016,June,organic,Phoenix/Tucson,1.51,medium
8167,2016,June,conventional,Pittsburgh,1.41,large
8168,2016,June,organic,Pittsburgh,1.47,small
8169,2016,June,conventional,Plains,1.04,wholesale
8170,2016,June,organic,Plains,1.63,medium
8171,2016,June,conventional,Portland,0.85,wholesale
8172,2016,June,organic,Portland,1.67,medium
8173,2016,June,conventional,Raleigh/Greensboro,1.09,large
8174,2016,June,organic,Raleigh/Greensboro,1.7,small
8175,2016,June,conventional,Richmond/Norfolk,0.96,large
8176,2016,June,organic,Richmond/Norfolk,1.16,small
8177,2016,June,conventional,Roanoke,0.99,large
8178,2016,June,organic,Roanoke,1.21,small
8179,2016,June,conventional,Sacramento,1.15,wholesale
8180,2016,June,organic,Sacramento,2.11,small
8181,2016,June,conventional,San Diego,0.88,wholesale
8182,2016,June,organic,San Diego,1.45,medium
8183,2016,June,conventional,San Francisco,1.45,wholesale
8184,2016,June,organic,San Francisco,2.25,medium
8185,2016,June,conventional,Seattle,1.01,wholesale
8186,2016,June,organic,Seattle,1.87,medium
8187,2016,June,conventional,South Carolina,1.04,large
8188,2016,June,organic,South Carolina,1.31,small
8193,2016,June,conventional,Spokane,0.99,large
8194,2016,June,organic,Spokane,1.89,small
8195,2016,June,conventional,St. Louis,0.92,large
8196,2016,June,organic,St. Louis,1.72,small
8197,2016,June,conventional,Syracuse,1.29,medium
8198,2016,June,organic,Syracuse,1.49,small
8199,2016,June,conventional,Tampa,1.23,large
8200,2016,June,organic,Tampa,1.42,small
8205,2016,June,conventional,West Tex/New Mexico,0.82,wholesale
8206,2016,June,organic,West Tex/New Mexico,1.36,medium
8207,2016,June,conventional,Albany,1.42,large
8208,2016,June,organic,Albany,1.45,small
8209,2016,June,conventional,Atlanta,0.78,wholesale
8210,2016,June,organic,Atlanta,0.81,medium
8211,2016,June,conventional,Baltimore/Washington,1.37,wholesale
8212,2016,June,organic,Baltimore/Washington,1.75,medium
8213,2016,June,conventional,Boise,0.7,large
8214,2016,June,organic,Boise,1.05,small
8215,2016,June,conventional,Boston,1.32,wholesale
8216,2016,June,organic,Boston,1.53,small
8217,2016,June,conventional,Buffalo/Rochester,1.23,large
8218,2016,June,organic,Buffalo/Rochester,1.72,small
8219,2016,June,conventional,California,1.06,wholesale
8220,2016,June,organic,California,1.57,large
8221,2016,June,conventional,Charlotte,1.21,large
8222,2016,June,organic,Charlotte,1.72,small
8223,2016,June,conventional,Chicago,1.2,wholesale
8224,2016,June,organic,Chicago,1.53,medium
8225,2016,June,conventional,Cincinnati/Dayton,0.91,large
8226,2016,June,organic,Cincinnati/Dayton,1.04,medium
8227,2016,June,conventional,Columbus,1.13,large
8228,2016,June,organic,Columbus,0.99,medium
8229,2016,June,conventional,Dallas/Ft. Worth,0.87,wholesale
8230,2016,June,organic,Dallas/Ft. Worth,1.05,medium
8231,2016,June,conventional,Denver,1.0,wholesale
8232,2016,June,organic,Denver,1.52,medium
8233,2016,June,conventional,Detroit,1.0,wholesale
8234,2016,June,organic,Detroit,1.03,medium
8235,2016,June,conventional,Grand Rapids,1.26,large
8236,2016,June,organic,Grand Rapids,1.67,small
8237,2016,June,conventional,Great Lakes,1.1,wholesale
8238,2016,June,organic,Great Lakes,1.23,large
8239,2016,June,conventional,Harrisburg/Scranton,1.26,large
8240,2016,June,organic,Harrisburg/Scranton,1.9,small
8241,2016,June,conventional,Hartford/Springfield,1.5,large
8242,2016,June,organic,Hartford/Springfield,2.31,small
8243,2016,June,conventional,Houston,0.89,wholesale
8244,2016,June,organic,Houston,1.13,medium
8245,2016,June,conventional,Indianapolis,1.13,large
8246,2016,June,organic,Indianapolis,1.37,small
8247,2016,June,conventional,Jacksonville,0.94,large
8248,2016,June,organic,Jacksonville,1.71,small
8249,2016,June,conventional,Las Vegas,0.91,large
8250,2016,June,organic,Las Vegas,1.52,medium
8251,2016,June,conventional,Los Angeles,0.9,wholesale
8252,2016,June,organic,Los Angeles,1.23,large
8253,2016,June,conventional,Louisville,1.09,large
8254,2016,June,organic,Louisville,0.85,small
8255,2016,June,conventional,Miami/Ft. Lauderdale,0.99,wholesale
8256,2016,June,organic,Miami/Ft. Lauderdale,1.29,small
8259,2016,June,conventional,Nashville,0.89,large
8260,2016,June,organic,Nashville,0.86,medium
8261,2016,June,conventional,New Orleans/Mobile,0.97,large
8262,2016,June,organic,New Orleans/Mobile,1.25,small
8263,2016,June,conventional,New York,1.5,wholesale
8264,2016,June,organic,New York,2.26,medium
8267,2016,June,conventional,Northern New England,1.26,wholesale
8268,2016,June,organic,Northern New England,1.42,small
8269,2016,June,conventional,Orlando,0.97,wholesale
8270,2016,June,organic,Orlando,1.51,small
8271,2016,June,conventional,Philadelphia,1.46,wholesale
8272,2016,June,organic,Philadelphia,2.19,small
8273,2016,June,conventional,Phoenix/Tucson,0.62,wholesale
8274,2016,June,organic,Phoenix/Tucson,1.69,medium
8275,2016,June,conventional,Pittsburgh,1.42,large
8276,2016,June,organic,Pittsburgh,1.43,small
8277,2016,June,conventional,Plains,0.87,wholesale
8278,2016,June,organic,Plains,1.63,medium
8279,2016,June,conventional,Portland,0.86,wholesale
8280,2016,June,organic,Portland,1.23,medium
8281,2016,June,conventional,Raleigh/Greensboro,1.12,large
8282,2016,June,organic,Raleigh/Greensboro,1.78,small
8283,2016,June,conventional,Richmond/Norfolk,0.99,large
8284,2016,June,organic,Richmond/Norfolk,1.2,small
8285,2016,June,conventional,Roanoke,1.0,large
8286,2016,June,organic,Roanoke,1.18,small
8287,2016,June,conventional,Sacramento,1.2,wholesale
8288,2016,June,organic,Sacramento,2.13,small
8289,2016,June,conventional,San Diego,0.98,wholesale
8290,2016,June,organic,San Diego,1.46,medium
8291,2016,June,conventional,San Francisco,1.44,wholesale
8292,2016,June,organic,San Francisco,2.31,medium
8293,2016,June,conventional,Seattle,0.97,wholesale
8294,2016,June,organic,Seattle,1.75,medium
8295,2016,June,conventional,South Carolina,0.97,wholesale
8296,2016,June,organic,South Carolina,1.21,small
8301,2016,June,conventional,Spokane,0.96,medium
8302,2016,June,organic,Spokane,1.75,small
8303,2016,June,conventional,St. Louis,0.95,large
8304,2016,June,organic,St. Louis,1.83,small
8305,2016,June,conventional,Syracuse,1.35,medium
8306,2016,June,organic,Syracuse,1.71,small
8307,2016,June,conventional,Tampa,0.98,wholesale
8308,2016,June,organic,Tampa,1.36,small
8313,2016,June,conventional,West Tex/New Mexico,0.79,wholesale
8314,2016,June,organic,West Tex/New Mexico,1.37,medium
8315,2016,June,conventional,Albany,1.5,large
8316,2016,June,organic,Albany,1.53,small
8317,2016,June,conventional,Atlanta,0.85,wholesale
8318,2016,June,organic,Atlanta,0.92,medium
8319,2016,June,conventional,Baltimore/Washington,1.36,wholesale
8320,2016,June,organic,Baltimore/Washington,1.89,medium
8321,2016,June,conventional,Boise,0.69,large
8322,2016,June,organic,Boise,1.26,small
8323,2016,June,conventional,Boston,1.33,wholesale
8324,2016,June,organic,Boston,1.6,medium
8325,2016,June,conventional,Buffalo/Rochester,1.26,large
8326,2016,June,organic,Buffalo/Rochester,1.78,small
8327,2016,June,conventional,California,1.03,wholesale
8328,2016,June,organic,California,1.51,large
8329,2016,June,conventional,Charlotte,1.28,large
8330,2016,June,organic,Charlotte,1.59,small
8331,2016,June,conventional,Chicago,1.18,wholesale
8332,2016,June,organic,Chicago,1.8,medium
8333,2016,June,conventional,Cincinnati/Dayton,0.92,large
8334,2016,June,organic,Cincinnati/Dayton,1.02,medium
8335,2016,June,conventional,Columbus,1.04,large
8336,2016,June,organic,Columbus,1.1,small
8337,2016,June,conventional,Dallas/Ft. Worth,0.85,wholesale
8338,2016,June,organic,Dallas/Ft. Worth,1.04,medium
8339,2016,June,conventional,Denver,0.98,wholesale
8340,2016,June,organic,Denver,1.52,medium
8341,2016,June,conventional,Detroit,1.13,large
8342,2016,June,organic,Detroit,1.26,medium
8343,2016,June,conventional,Grand Rapids,1.26,large
8344,2016,June,organic,Grand Rapids,1.38,small
8345,2016,June,conventional,Great Lakes,1.13,wholesale
8346,2016,June,organic,Great Lakes,1.34,large
8347,2016,June,conventional,Harrisburg/Scranton,1.24,large
8348,2016,June,organic,Harrisburg/Scranton,1.9,small
8349,2016,June,conventional,Hartford/Springfield,1.41,large
8350,2016,June,organic,Hartford/Springfield,2.32,small
8351,2016,June,conventional,Houston,0.88,wholesale
8352,2016,June,organic,Houston,1.32,medium
8353,2016,June,conventional,Indianapolis,1.15,large
8354,2016,June,organic,Indianapolis,1.39,small
8355,2016,June,conventional,Jacksonville,1.19,large
8356,2016,June,organic,Jacksonville,1.72,small
8357,2016,June,conventional,Las Vegas,0.94,large
8358,2016,June,organic,Las Vegas,1.56,medium
8359,2016,June,conventional,Los Angeles,0.85,wholesale
8360,2016,June,organic,Los Angeles,1.18,large
8361,2016,June,conventional,Louisville,1.06,large
8362,2016,June,organic,Louisville,1.24,small
8363,2016,June,conventional,Miami/Ft. Lauderdale,1.25,wholesale
8364,2016,June,organic,Miami/Ft. Lauderdale,1.39,small
8367,2016,June,conventional,Nashville,0.98,large
8368,2016,June,organic,Nashville,1.18,small
8369,2016,June,conventional,New Orleans/Mobile,1.05,large
8370,2016,June,organic,New Orleans/Mobile,1.3,small
8371,2016,June,conventional,New York,1.2,wholesale
8372,2016,June,organic,New York,2.23,medium
8375,2016,June,conventional,Northern New England,1.28,wholesale
8376,2016,June,organic,Northern New England,1.46,medium
8377,2016,June,conventional,Orlando,1.18,large
8378,2016,June,organic,Orlando,1.64,small
8379,2016,June,conventional,Philadelphia,1.24,wholesale
8380,2016,June,organic,Philadelphia,2.16,small
8381,2016,June,conventional,Phoenix/Tucson,0.6,wholesale
8382,2016,June,organic,Phoenix/Tucson,1.66,medium
8383,2016,June,conventional,Pittsburgh,1.39,large
8384,2016,June,organic,Pittsburgh,1.48,small
8385,2016,June,conventional,Plains,1.03,wholesale
8386,2016,June,organic,Plains,1.63,medium
8387,2016,June,conventional,Portland,0.92,wholesale
8388,2016,June,organic,Portland,1.42,medium
8389,2016,June,conventional,Raleigh/Greensboro,1.12,large
8390,2016,June,organic,Raleigh/Greensboro,1.72,small
8391,2016,June,conventional,Richmond/Norfolk,1.0,large
8392,2016,June,organic,Richmond/Norfolk,1.19,small
8393,2016,June,conventional,Roanoke,1.02,large
8394,2016,June,organic,Roanoke,1.19,small
8395,2016,June,conventional,Sacramento,1.25,wholesale
8396,2016,June,organic,Sacramento,1.79,small
8397,2016,June,conventional,San Diego,0.89,wholesale
8398,2016,June,organic,San Diego,1.52,medium
8399,2016,June,conventional,San Francisco,1.5,wholesale
8400,2016,June,organic,San Francisco,2.21,medium
8401,2016,June,conventional,Seattle,1.03,wholesale
8402,2016,June,organic,Seattle,1.74,medium
8403,2016,June,conventional,South Carolina,1.07,large
8404,2016,June,organic,South Carolina,1.24,medium
8409,2016,June,conventional,Spokane,1.02,medium
8410,2016,June,organic,Spokane,1.76,small
8411,2016,June,conventional,St. Louis,0.97,large
8412,2016,June,organic,St. Louis,1.74,small
8413,2016,June,conventional,Syracuse,1.43,medium
8414,2016,June,organic,Syracuse,1.68,small
8415,2016,June,conventional,Tampa,1.16,large
8416,2016,June,organic,Tampa,1.5,small
8421,2016,June,conventional,West Tex/New Mexico,0.8,wholesale
8422,2016,June,organic,West Tex/New Mexico,1.38,medium
8423,2016,July,conventional,Albany,1.42,large
8424,2016,July,organic,Albany,1.43,small
8425,2016,July,conventional,Atlanta,0.77,wholesale
8426,2016,July,organic,Atlanta,0.85,medium
8427,2016,July,conventional,Baltimore/Washington,1.38,wholesale
8428,2016,July,organic,Baltimore/Washington,1.99,medium
8429,2016,July,conventional,Boise,0.77,large
8430,2016,July,organic,Boise,1.2,small
8431,2016,July,conventional,Boston,1.38,wholesale
8432,2016,July,organic,Boston,1.61,medium
8433,2016,July,conventional,Buffalo/Rochester,1.3,large
8434,2016,July,organic,Buffalo/Rochester,2.02,small
8435,2016,July,conventional,California,1.1,wholesale
8436,2016,July,organic,California,1.58,large
8437,2016,July,conventional,Charlotte,1.2,large
8438,2016,July,organic,Charlotte,1.72,small
8439,2016,July,conventional,Chicago,1.23,wholesale
8440,2016,July,organic,Chicago,1.5,medium
8441,2016,July,conventional,Cincinnati/Dayton,0.84,large
8442,2016,July,organic,Cincinnati/Dayton,1.05,medium
8443,2016,July,conventional,Columbus,0.94,large
8444,2016,July,organic,Columbus,1.02,small
8445,2016,July,conventional,Dallas/Ft. Worth,0.89,wholesale
8446,2016,July,organic,Dallas/Ft. Worth,0.99,medium
8447,2016,July,conventional,Denver,1.03,wholesale
8448,2016,July,organic,Denver,1.2,medium
8449,2016,July,conventional,Detroit,1.17,large
8450,2016,July,organic,Detroit,1.05,medium
8451,2016,July,conventional,Grand Rapids,1.49,large
8452,2016,July,organic,Grand Rapids,1.8,small
8453,2016,July,conventional,Great Lakes,1.13,wholesale
8454,2016,July,organic,Great Lakes,1.22,large
8455,2016,July,conventional,Harrisburg/Scranton,1.23,large
8456,2016,July,organic,Harrisburg/Scranton,1.81,small
8457,2016,July,conventional,Hartford/Springfield,1.47,large
8458,2016,July,organic,Hartford/Springfield,2.33,small
8459,2016,July,conventional,Houston,0.92,wholesale
8460,2016,July,organic,Houston,1.29,medium
8461,2016,July,conventional,Indianapolis,1.1,large
8462,2016,July,organic,Indianapolis,1.39,small
8463,2016,July,conventional,Jacksonville,0.93,large
8464,2016,July,organic,Jacksonville,1.26,small
8465,2016,July,conventional,Las Vegas,1.0,large
8466,2016,July,organic,Las Vegas,1.59,medium
8467,2016,July,conventional,Los Angeles,0.95,wholesale
8468,2016,July,organic,Los Angeles,1.23,large
8469,2016,July,conventional,Louisville,1.0,large
8470,2016,July,organic,Louisville,1.05,small
8471,2016,July,conventional,Miami/Ft. Lauderdale,0.96,wholesale
8472,2016,July,organic,Miami/Ft. Lauderdale,1.24,small
8475,2016,July,conventional,Nashville,0.87,large
8476,2016,July,organic,Nashville,0.89,medium
8477,2016,July,conventional,New Orleans/Mobile,0.93,large
8478,2016,July,organic,New Orleans/Mobile,1.18,small
8479,2016,July,conventional,New York,1.53,wholesale
8480,2016,July,organic,New York,2.28,medium
8483,2016,July,conventional,Northern New England,1.29,wholesale
8484,2016,July,organic,Northern New England,1.33,medium
8485,2016,July,conventional,Orlando,0.93,wholesale
8486,2016,July,organic,Orlando,1.32,small
8487,2016,July,conventional,Philadelphia,1.47,wholesale
8488,2016,July,organic,Philadelphia,2.16,small
8489,2016,July,conventional,Phoenix/Tucson,0.77,wholesale
8490,2016,July,organic,Phoenix/Tucson,1.65,medium
8491,2016,July,conventional,Pittsburgh,1.36,large
8492,2016,July,organic,Pittsburgh,1.47,small
8493,2016,July,conventional,Plains,1.05,wholesale
8494,2016,July,organic,Plains,1.63,medium
8495,2016,July,conventional,Portland,0.98,wholesale
8496,2016,July,organic,Portland,1.33,medium
8497,2016,July,conventional,Raleigh/Greensboro,1.14,large
8498,2016,July,organic,Raleigh/Greensboro,1.88,small
8499,2016,July,conventional,Richmond/Norfolk,0.99,large
8500,2016,July,organic,Richmond/Norfolk,1.44,small
8501,2016,July,conventional,Roanoke,0.99,large
8502,2016,July,organic,Roanoke,1.52,small
8503,2016,July,conventional,Sacramento,1.24,wholesale
8504,2016,July,organic,Sacramento,2.13,small
8505,2016,July,conventional,San Diego,1.04,wholesale
8506,2016,July,organic,San Diego,1.49,medium
8507,2016,July,conventional,San Francisco,1.41,wholesale
8508,2016,July,organic,San Francisco,2.31,medium
8509,2016,July,conventional,Seattle,1.1,wholesale
8510,2016,July,organic,Seattle,1.65,medium
8511,2016,July,conventional,South Carolina,0.95,wholesale
8512,2016,July,organic,South Carolina,1.23,small
8517,2016,July,conventional,Spokane,1.09,large
8518,2016,July,organic,Spokane,1.69,small
8519,2016,July,conventional,St. Louis,0.76,large
8520,2016,July,organic,St. Louis,1.75,small
8521,2016,July,conventional,Syracuse,1.37,medium
8522,2016,July,organic,Syracuse,1.68,small
8523,2016,July,conventional,Tampa,0.93,wholesale
8524,2016,July,organic,Tampa,1.3,small
8529,2016,July,conventional,West Tex/New Mexico,0.86,wholesale
8530,2016,July,organic,West Tex/New Mexico,1.43,medium
8531,2016,July,conventional,Albany,1.11,large
8532,2016,July,organic,Albany,1.58,small
8533,2016,July,conventional,Atlanta,0.92,wholesale
8534,2016,July,organic,Atlanta,1.13,medium
8535,2016,July,conventional,Baltimore/Washington,1.37,wholesale
8536,2016,July,organic,Baltimore/Washington,1.96,medium
8537,2016,July,conventional,Boise,0.75,large
8538,2016,July,organic,Boise,1.34,small
8539,2016,July,conventional,Boston,1.32,wholesale
8540,2016,July,organic,Boston,1.59,medium
8541,2016,July,conventional,Buffalo/Rochester,1.25,large
8542,2016,July,organic,Buffalo/Rochester,1.8,small
8543,2016,July,conventional,California,1.08,wholesale
8544,2016,July,organic,California,1.51,large
8545,2016,July,conventional,Charlotte,1.26,large
8546,2016,July,organic,Charlotte,1.81,small
8547,2016,July,conventional,Chicago,1.53,wholesale
8548,2016,July,organic,Chicago,2.01,medium
8549,2016,July,conventional,Cincinnati/Dayton,1.06,large
8550,2016,July,organic,Cincinnati/Dayton,0.98,medium
8551,2016,July,conventional,Columbus,1.06,large
8552,2016,July,organic,Columbus,1.0,small
8553,2016,July,conventional,Dallas/Ft. Worth,0.91,wholesale
8554,2016,July,organic,Dallas/Ft. Worth,1.04,medium
8555,2016,July,conventional,Denver,1.04,wholesale
8556,2016,July,organic,Denver,1.0,medium
8557,2016,July,conventional,Detroit,1.18,large
8558,2016,July,organic,Detroit,0.98,medium
8559,2016,July,conventional,Grand Rapids,1.6,large
8560,2016,July,organic,Grand Rapids,1.73,small
8561,2016,July,conventional,Great Lakes,1.24,wholesale
8562,2016,July,organic,Great Lakes,1.16,large
8563,2016,July,conventional,Harrisburg/Scranton,1.21,large
8564,2016,July,organic,Harrisburg/Scranton,1.88,small
8565,2016,July,conventional,Hartford/Springfield,1.46,large
8566,2016,July,organic,Hartford/Springfield,2.33,small
8567,2016,July,conventional,Houston,0.89,wholesale
8568,2016,July,organic,Houston,1.2,medium
8569,2016,July,conventional,Indianapolis,1.12,large
8570,2016,July,organic,Indianapolis,1.11,small
8571,2016,July,conventional,Jacksonville,1.19,large
8572,2016,July,organic,Jacksonville,1.68,small
8573,2016,July,conventional,Las Vegas,1.0,large
8574,2016,July,organic,Las Vegas,1.9,medium
8575,2016,July,conventional,Los Angeles,0.93,wholesale
8576,2016,July,organic,Los Angeles,1.15,large
8577,2016,July,conventional,Louisville,1.15,large
8578,2016,July,organic,Louisville,1.25,small
8579,2016,July,conventional,Miami/Ft. Lauderdale,1.24,wholesale
8580,2016,July,organic,Miami/Ft. Lauderdale,1.49,small
8583,2016,July,conventional,Nashville,1.0,large
8584,2016,July,organic,Nashville,1.35,small
8585,2016,July,conventional,New Orleans/Mobile,1.06,large
8586,2016,July,organic,New Orleans/Mobile,1.3,small
8587,2016,July,conventional,New York,1.51,wholesale
8588,2016,July,organic,New York,2.33,medium
8591,2016,July,conventional,Northern New England,1.06,wholesale
8592,2016,July,organic,Northern New England,1.45,medium
8593,2016,July,conventional,Orlando,1.17,large
8594,2016,July,organic,Orlando,1.53,small
8595,2016,July,conventional,Philadelphia,1.47,wholesale
8596,2016,July,organic,Philadelphia,2.15,small
8597,2016,July,conventional,Phoenix/Tucson,0.89,wholesale
8598,2016,July,organic,Phoenix/Tucson,1.82,medium
8599,2016,July,conventional,Pittsburgh,1.29,large
8600,2016,July,organic,Pittsburgh,1.49,small
8601,2016,July,conventional,Plains,1.09,wholesale
8602,2016,July,organic,Plains,1.7,medium
8603,2016,July,conventional,Portland,0.98,wholesale
8604,2016,July,organic,Portland,1.66,medium
8605,2016,July,conventional,Raleigh/Greensboro,1.2,large
8606,2016,July,organic,Raleigh/Greensboro,1.87,small
8607,2016,July,conventional,Richmond/Norfolk,1.02,large
8608,2016,July,organic,Richmond/Norfolk,1.41,small
8609,2016,July,conventional,Roanoke,1.01,large
8610,2016,July,organic,Roanoke,1.33,small
8611,2016,July,conventional,Sacramento,1.26,wholesale
8612,2016,July,organic,Sacramento,2.13,small
8613,2016,July,conventional,San Diego,0.98,wholesale
8614,2016,July,organic,San Diego,1.43,medium
8615,2016,July,conventional,San Francisco,1.4,wholesale
8616,2016,July,organic,San Francisco,2.32,medium
8617,2016,July,conventional,Seattle,1.11,wholesale
8618,2016,July,organic,Seattle,1.8,medium
8619,2016,July,conventional,South Carolina,1.08,large
8620,2016,July,organic,South Carolina,1.35,small
8625,2016,July,conventional,Spokane,1.06,medium
8626,2016,July,organic,Spokane,2.23,small
8627,2016,July,conventional,St. Louis,0.74,large
8628,2016,July,organic,St. Louis,1.74,small
8629,2016,July,conventional,Syracuse,1.29,medium
8630,2016,July,organic,Syracuse,1.64,small
8631,2016,July,conventional,Tampa,1.15,large
8632,2016,July,organic,Tampa,1.44,small
8637,2016,July,conventional,West Tex/New Mexico,0.87,wholesale
8638,2016,July,organic,West Tex/New Mexico,1.65,medium
8639,2016,July,conventional,Albany,1.31,medium
8640,2016,July,organic,Albany,1.57,small
8641,2016,July,conventional,Atlanta,1.01,wholesale
8642,2016,July,organic,Atlanta,1.21,medium
8643,2016,July,conventional,Baltimore/Washington,1.47,wholesale
8644,2016,July,organic,Baltimore/Washington,1.98,medium
8645,2016,July,conventional,Boise,0.7,medium
8646,2016,July,organic,Boise,1.54,small
8647,2016,July,conventional,Boston,1.56,wholesale
8648,2016,July,organic,Boston,1.77,medium
8649,2016,July,conventional,Buffalo/Rochester,1.3,large
8650,2016,July,organic,Buffalo/Rochester,1.76,small
8651,2016,July,conventional,California,1.14,wholesale
8652,2016,July,organic,California,1.59,large
8653,2016,July,conventional,Charlotte,1.43,large
8654,2016,July,organic,Charlotte,1.58,small
8655,2016,July,conventional,Chicago,1.51,wholesale
8656,2016,July,organic,Chicago,1.89,medium
8657,2016,July,conventional,Cincinnati/Dayton,1.05,large
8658,2016,July,organic,Cincinnati/Dayton,1.04,medium
8659,2016,July,conventional,Columbus,1.18,large
8660,2016,July,organic,Columbus,1.2,small
8661,2016,July,conventional,Dallas/Ft. Worth,0.96,wholesale
8662,2016,July,organic,Dallas/Ft. Worth,1.05,medium
8663,2016,July,conventional,Denver,1.07,wholesale
8664,2016,July,organic,Denver,1.6,medium
8665,2016,July,conventional,Detroit,1.17,large
8666,2016,July,organic,Detroit,1.14,medium
8667,2016,July,conventional,Grand Rapids,1.58,large
8668,2016,July,organic,Grand Rapids,1.82,small
8669,2016,July,conventional,Great Lakes,1.25,wholesale
8670,2016,July,organic,Great Lakes,1.33,large
8671,2016,July,conventional,Harrisburg/Scranton,1.25,large
8672,2016,July,organic,Harrisburg/Scranton,2.04,medium
8673,2016,July,conventional,Hartford/Springfield,1.63,large
8674,2016,July,organic,Hartford/Springfield,2.39,medium
8675,2016,July,conventional,Houston,0.92,wholesale
8676,2016,July,organic,Houston,1.39,medium
8677,2016,July,conventional,Indianapolis,1.08,large
8678,2016,July,organic,Indianapolis,1.19,small
8679,2016,July,conventional,Jacksonville,1.22,large
8680,2016,July,organic,Jacksonville,2.11,small
8681,2016,July,conventional,Las Vegas,1.08,large
8682,2016,July,organic,Las Vegas,2.25,small
8683,2016,July,conventional,Los Angeles,0.97,wholesale
8684,2016,July,organic,Los Angeles,1.23,large
8685,2016,July,conventional,Louisville,1.13,large
8686,2016,July,organic,Louisville,1.26,small
